,year,product,source,target,value
6882,2022,Bismuth,Netherlands,Germany,362113.938
6883,2022,Bismuth,Netherlands,Greece,70.554
6884,2022,Bismuth,Netherlands,"China, Hong Kong SAR",787.68
6885,2022,Bismuth,Netherlands,Hungary,20270.133
6886,2022,Bismuth,Netherlands,Ireland,288.535
6887,2022,Bismuth,Netherlands,Israel,19692.009
6888,2022,Bismuth,Netherlands,Italy,19388.731
6889,2022,Bismuth,Netherlands,Latvia,15.796
6890,2022,Bismuth,Netherlands,Lithuania,27.379
6891,2022,Bismuth,Netherlands,Luxembourg,74772.771
6892,2022,Bismuth,Netherlands,Malta,4.212
6893,2022,Bismuth,Netherlands,Norway,1353.167
6894,2022,Bismuth,Netherlands,Poland,508.622
6895,2022,Bismuth,Netherlands,Portugal,91.615
6896,2022,Bismuth,Netherlands,Romania,74.766
6897,2022,Bismuth,Netherlands,Slovakia,53.705
6898,2022,Bismuth,Netherlands,Slovenia,1353.167
6899,2022,Bismuth,Netherlands,South Africa,7082.805
6900,2022,Bismuth,Netherlands,Spain,822.431
6901,2022,Bismuth,Netherlands,Sweden,413.848
6902,2022,Bismuth,Netherlands,Türkiye,8733.985
6903,2022,Bismuth,Netherlands,United Kingdom,837944.492
6904,2022,Bismuth,New Zealand,USA,20023.671
6905,2022,Bismuth,Poland,Czechia,9159.0
6906,2022,Bismuth,Poland,Russian Federation,396.0
6907,2022,Bismuth,Poland,Türkiye,55101.0
6908,2022,Bismuth,Portugal,Germany,847.105
6909,2022,Bismuth,Romania,Germany,4.19
6910,2022,Bismuth,Romania,Switzerland,9623.3
6911,2022,Bismuth,Romania,United Kingdom,1475.18
6912,2022,Bismuth,Portugal,Germany,847.105
6913,2022,Bismuth,Serbia,North Macedonia,1186.0
6914,2022,Bismuth,India,Bangladesh,20359.265
6915,2022,Bismuth,India,Belgium,1005.153
6916,2022,Bismuth,India,Botswana,600.603
6917,2022,Bismuth,India,Sri Lanka,153.163
6918,2022,Bismuth,India,Ecuador,40.956
6919,2022,Bismuth,India,Iran,8.944
6920,2022,Bismuth,India,Israel,12815.213
6921,2022,Bismuth,India,Japan,5256.949
6922,2022,Bismuth,India,Malaysia,3712.354
6923,2022,Bismuth,India,Nepal,701.919
6924,2022,Bismuth,India,Rwanda,342.448
6925,2022,Bismuth,India,Saudi Arabia,20803.066
6926,2022,Bismuth,India,Singapore,278.958
6927,2022,Bismuth,India,Zimbabwe,209.311
6928,2022,Bismuth,India,Sweden,1281.287
6929,2022,Bismuth,India,United Arab Emirates,13016.254
6930,2022,Bismuth,India,Uganda,29.493
6931,2022,Bismuth,India,United Kingdom,46512.835
6932,2022,Bismuth,India,USA,4854.524
6933,2022,Bismuth,India,Zambia,1178.903
6934,2022,Bismuth,Singapore,Malaysia,12158.849
6935,2022,Bismuth,Singapore,Viet Nam,468.569
6936,2022,Bismuth,Singapore,United Kingdom,1214.217
6937,2022,Bismuth,Singapore,USA,1038.685
6938,2022,Bismuth,Slovakia,Czechia,15075.444
6939,2022,Bismuth,Viet Nam,China,5822814.662
6940,2022,Bismuth,Viet Nam,"China, Hong Kong SAR",6723204.522
6941,2022,Bismuth,Slovenia,Bosnia Herzegovina,8700.968
6942,2022,Bismuth,Slovenia,Germany,96.395
6943,2022,Bismuth,Slovenia,Italy,5144.467
6944,2022,Bismuth,Slovenia,Netherlands,126624.97
6945,2022,Bismuth,Slovenia,Serbia,182.701
6946,2022,Bismuth,South Africa,Zambia,169.236
6947,2022,Bismuth,Serbia,North Macedonia,1186.0
6948,2022,Bismuth,Slovenia,Bosnia Herzegovina,8700.968
6949,2022,Bismuth,Slovenia,Serbia,182.701
6950,2022,Bismuth,South Africa,Zambia,169.236
6951,2022,Bismuth,Slovakia,Czechia,15075.444
6952,2022,Bismuth,Slovenia,Germany,96.395
6953,2022,Bismuth,Slovenia,Italy,5144.467
6954,2022,Bismuth,Slovenia,Netherlands,126624.97
6955,2022,Bismuth,Spain,Argentina,16467.216
6956,2022,Bismuth,Spain,Rep. of Korea,1895.488
6957,2022,Bismuth,Spain,Poland,10978.558
6958,2022,Bismuth,Spain,Portugal,2108.203
6959,2022,Bismuth,Spain,Thailand,19145.288
6960,2022,Bismuth,Spain,United Kingdom,2785.356
6961,2022,Bismuth,Spain,Argentina,16467.216
6962,2022,Bismuth,Spain,Rep. of Korea,1895.488
6963,2022,Bismuth,Spain,Thailand,19145.288
6964,2022,Bismuth,Spain,United Kingdom,2785.356
6965,2022,Bismuth,Spain,Poland,10978.558
6966,2022,Bismuth,Spain,Portugal,2108.203
6967,2022,Bismuth,Sweden,China,9392.687
6968,2022,Bismuth,Sweden,Finland,593.222
6969,2022,Bismuth,Switzerland,Austria,1240.916
6970,2022,Bismuth,Switzerland,France,409.45
6971,2022,Bismuth,Switzerland,Germany,190.588
6972,2022,Bismuth,Switzerland,Italy,533633.47
6973,2022,Bismuth,Switzerland,United Kingdom,1.047
6974,2022,Bismuth,Thailand,Germany,5951.119
6975,2022,Bismuth,Thailand,Sweden,11381.262
6976,2022,Bismuth,Thailand,USA,70875.499
6977,2022,Bismuth,United Arab Emirates,China,6316.678
6978,2022,Bismuth,United Arab Emirates,France,15024.642
6979,2022,Bismuth,Switzerland,Austria,1240.916
6980,2022,Bismuth,Switzerland,France,409.45
6981,2022,Bismuth,Switzerland,Germany,190.588
6982,2022,Bismuth,Switzerland,Italy,533633.47
6983,2022,Bismuth,Switzerland,United Kingdom,1.047
6984,2022,Bismuth,Türkiye,Austria,182.0
6985,2022,Bismuth,Türkiye,Cyprus,2353.0
6986,2022,Bismuth,Türkiye,Germany,6071.0
6987,2022,Bismuth,Türkiye,Netherlands,87.0
6988,2022,Bismuth,Türkiye,Poland,373.0
6989,2022,Bismuth,Türkiye,Russian Federation,75178.0
6990,2022,Bismuth,Türkiye,United Kingdom,273.0
6991,2022,Bismuth,United Kingdom,Sri Lanka,2444.22
6992,2022,Bismuth,United Kingdom,Czechia,2081.84
6993,2022,Bismuth,United Kingdom,France,341733.53
6994,2022,Bismuth,United Kingdom,Germany,329031.72
6995,2022,Bismuth,United Kingdom,"China, Hong Kong SAR",127467.991
6996,2022,Bismuth,United Kingdom,Hungary,27241.407
6997,2022,Bismuth,United Kingdom,Israel,34454.506
6998,2022,Bismuth,United Kingdom,Italy,14916.769
6999,2022,Bismuth,United Kingdom,Japan,12181.658
7000,2022,Bismuth,United Kingdom,Malaysia,7506.455
7001,2022,Bismuth,United Kingdom,Morocco,2371.498
7002,2022,Bismuth,United Kingdom,Netherlands,49312.111
7003,2022,Bismuth,United Kingdom,Norway,2075.677
7004,2022,Bismuth,United Kingdom,Poland,1495.128
7005,2022,Bismuth,United Kingdom,Portugal,6135.818
7006,2022,Bismuth,United Kingdom,India,1274.495
7007,2022,Bismuth,United Kingdom,Singapore,4412.662
7008,2022,Bismuth,United Kingdom,Slovenia,1423.638
7009,2022,Bismuth,United Kingdom,South Africa,9768.252
7010,2022,Bismuth,United Kingdom,Spain,49129.688
7011,2022,Bismuth,United Kingdom,Switzerland,2332.055
7012,2022,Bismuth,United Kingdom,Thailand,25729.022
7013,2022,Bismuth,United Kingdom,USA,112357.706
7014,2022,Bismuth,USA,Argentina,2751.0
7015,2022,Bismuth,USA,Belgium,19142.0
7016,2022,Bismuth,USA,Bolivia (Plurinational State of),3740.0
7017,2022,Bismuth,USA,Brazil,879466.0
7018,2022,Bismuth,USA,Canada,2033298.0
7019,2022,Bismuth,USA,Chile,10484.0
7020,2022,Bismuth,USA,China,176747.0
7021,2022,Bismuth,USA,Colombia,86695.0
7022,2022,Bismuth,USA,Costa Rica,6274.0
7023,2022,Bismuth,USA,Dominican Rep.,5301.0
7024,2022,Bismuth,USA,El Salvador,6192.0
7025,2022,Bismuth,USA,France,147358.0
7026,2022,Bismuth,USA,Germany,1015696.0
7027,2022,Bismuth,USA,Honduras,5302.0
7028,2022,Bismuth,USA,"China, Hong Kong SAR",236221.0
7029,2022,Bismuth,USA,Hungary,10672.0
7030,2022,Bismuth,USA,Ireland,15784.0
7031,2022,Bismuth,USA,Israel,5766.0
7032,2022,Bismuth,USA,Italy,136162.0
7033,2022,Bismuth,USA,Japan,35627.0
7034,2022,Bismuth,USA,Rep. of Korea,37149.0
7035,2022,Bismuth,USA,Lithuania,14563.0
7036,2022,Bismuth,USA,Malaysia,2588.0
7037,2022,Bismuth,USA,Mexico,1468659.0
7038,2022,Bismuth,USA,Netherlands,163975.0
7039,2022,Bismuth,USA,Curaçao,6200.0
7040,2022,Bismuth,USA,Peru,6294.0
7041,2022,Bismuth,USA,Philippines,271514.0
7042,2022,Bismuth,USA,India,313237.0
7043,2022,Bismuth,USA,Singapore,28000.0
7044,2022,Bismuth,USA,Viet Nam,885759.0
7045,2022,Bismuth,USA,South Africa,3792.0
7046,2022,Bismuth,USA,Switzerland,60160.0
7047,2022,Bismuth,USA,Thailand,246190.0
7048,2022,Bismuth,USA,Trinidad and Tobago,2651.0
7049,2022,Bismuth,USA,United Arab Emirates,10900.0
7050,2022,Bismuth,USA,Türkiye,10584.0
7051,2022,Bismuth,USA,United Kingdom,127170.0
7052,2022,Bismuth,USA,Uruguay,13434.0
7053,2022,Bismuth,Türkiye,Austria,182.0
7054,2022,Bismuth,Türkiye,Cyprus,2353.0
7055,2022,Bismuth,Türkiye,Germany,6071.0
7056,2022,Bismuth,Türkiye,Netherlands,87.0
7057,2022,Bismuth,Türkiye,Poland,373.0
7058,2022,Bismuth,Türkiye,Russian Federation,75178.0
7059,2022,Bismuth,Türkiye,United Kingdom,273.0
7060,2022,Titanium,Andorra,France,107.265
7061,2022,Titanium,Andorra,Spain,2704.762
7062,2022,Titanium,Australia,Canada,1692.488
7063,2022,Titanium,Australia,China,78899.08
7064,2022,Titanium,Australia,Denmark,65.896
7065,2022,Titanium,Australia,Fiji,22.197
7066,2022,Titanium,Australia,French Polynesia,7997.7
7067,2022,Titanium,Australia,Germany,5935.5
7068,2022,Titanium,Australia,Japan,1598.846
7069,2022,Titanium,Australia,Kuwait,5971.57
7070,2022,Titanium,Australia,Malaysia,827026.006
7071,2022,Titanium,Australia,Netherlands,196.301
7072,2022,Titanium,Australia,New Zealand,34160.515
7073,2022,Titanium,Australia,Norway,1480.233
7074,2022,Titanium,Australia,Papua New Guinea,844520.368
7075,2022,Titanium,Australia,Philippines,7737.584
7076,2022,Titanium,Australia,Qatar,4855.499
7077,2022,Titanium,Australia,Saudi Arabia,7592.613
7078,2022,Titanium,Australia,India,15593.781
7079,2022,Titanium,Australia,Singapore,618235.397
7080,2022,Titanium,Australia,Slovenia,9078.395
7081,2022,Titanium,Australia,Spain,51631.293
7082,2022,Titanium,Australia,United Arab Emirates,7446.254
7083,2022,Titanium,Australia,United Kingdom,50018.574
7084,2022,Titanium,Australia,USA,253991.14
7085,2022,Titanium,Austria,Algeria,358.037
7086,2022,Titanium,Austria,Angola,819.272
7087,2022,Titanium,Austria,Argentina,111.623
7088,2022,Titanium,Austria,Australia,7746.226
7089,2022,Titanium,Austria,Bahrain,1316.311
7090,2022,Titanium,Austria,Belgium,60905.174
7091,2022,Titanium,Austria,Bosnia Herzegovina,12452.3
7092,2022,Titanium,Austria,Brazil,2012.376
7093,2022,Titanium,Austria,Bulgaria,182.177
7094,2022,Titanium,Austria,Canada,10463.091
7095,2022,Titanium,Austria,China,14160.345
7096,2022,Titanium,Austria,Croatia,316.968
7097,2022,Titanium,Austria,Cyprus,346.453
7098,2022,Titanium,Austria,Czechia,89987.218
7099,2022,Titanium,Austria,France,821114.669
7100,2022,Titanium,Austria,Germany,5118485.028
7101,2022,Titanium,Austria,Greece,1420.563
7102,2022,Titanium,Austria,"China, Hong Kong SAR",63.183
7103,2022,Titanium,Austria,Hungary,73264.805
7104,2022,Titanium,Austria,Indonesia,1025.669
7105,2022,Titanium,Austria,Iraq,3786.763
7106,2022,Titanium,Austria,Ireland,143773.783
7107,2022,Titanium,Austria,Israel,737.134
7108,2022,Titanium,Austria,Italy,247806.563
7109,2022,Titanium,Austria,Japan,593044.344
7110,2022,Titanium,Austria,Rep. of Korea,62599.529
7111,2022,Titanium,Austria,Lithuania,262.209
7112,2022,Titanium,Austria,Luxembourg,12750.313
7113,2022,Titanium,Austria,Malaysia,51093.92
7114,2022,Titanium,Austria,Malta,52176.454
7115,2022,Titanium,Austria,Mexico,737.134
7116,2022,Titanium,Austria,Morocco,2323.025
7117,2022,Titanium,Austria,Netherlands,6778.474
7118,2022,Titanium,Austria,Norway,2264.055
7119,2022,Titanium,Austria,Poland,323398.606
7120,2022,Titanium,Austria,Portugal,350.665
7121,2022,Titanium,Austria,Qatar,11990.012
7122,2022,Titanium,Austria,Romania,1878.639
7123,2022,Titanium,Austria,Russian Federation,6838.498
7124,2022,Titanium,Austria,Saudi Arabia,672.898
7125,2022,Titanium,Austria,Serbia,895.091
7126,2022,Titanium,Austria,India,393228.366
7127,2022,Titanium,Austria,Slovakia,115.835
7128,2022,Titanium,Austria,Viet Nam,111623.155
7129,2022,Titanium,Austria,Slovenia,18082.951
7130,2022,Titanium,Austria,Spain,1233.12
7131,2022,Titanium,Austria,Sweden,109389.639
7132,2022,Titanium,Austria,Switzerland,5421379.723
7133,2022,Titanium,Austria,Thailand,87.403
7134,2022,Titanium,Austria,United Arab Emirates,2708.441
7135,2022,Titanium,Austria,Türkiye,20833.514
7136,2022,Titanium,Austria,United Kingdom,208775.315
7137,2022,Titanium,Austria,USA,1484694.316
7138,2022,Titanium,Austria,Uruguay,703.436
7139,2022,Titanium,Austria,Uzbekistan,101706.596
7140,2022,Titanium,Bahrain,Belgium,100.0
7141,2022,Titanium,Bahrain,Qatar,132.979
7142,2022,Titanium,Armenia,Russian Federation,98724.98
7143,2022,Titanium,Belgium,Argentina,89187.817
7144,2022,Titanium,Belgium,Australia,2903.118
7145,2022,Titanium,Belgium,Austria,10666.561
7146,2022,Titanium,Belgium,Brazil,365508.493
7147,2022,Titanium,Belgium,Brunei Darussalam,960.696
7148,2022,Titanium,Belgium,Bulgaria,54.348
7149,2022,Titanium,Belgium,Myanmar,320.232
7150,2022,Titanium,Belgium,Cameroon,7.582
7151,2022,Titanium,Belgium,Canada,157631.176
7152,2022,Titanium,Belgium,China,3640418.41
7153,2022,Titanium,Belgium,Croatia,54.348
7154,2022,Titanium,Belgium,Cyprus,108.548
7155,2022,Titanium,Belgium,Czechia,10363.441
7156,2022,Titanium,Belgium,Denmark,83008.064
7157,2022,Titanium,Belgium,Equatorial Guinea,2632.558
7158,2022,Titanium,Belgium,Estonia,58379.394
7159,2022,Titanium,Belgium,Finland,1767.089
7160,2022,Titanium,Belgium,France,11228233.669
7161,2022,Titanium,Belgium,Gabon,1248.863
7162,2022,Titanium,Belgium,Germany,16153756.043
7163,2022,Titanium,Belgium,Greece,338.692
7164,2022,Titanium,Belgium,Hungary,476166.856
7165,2022,Titanium,Belgium,Ireland,341822.26
7166,2022,Titanium,Belgium,Israel,41343.942
7167,2022,Titanium,Belgium,Italy,274861.162
7168,2022,Titanium,Belgium,Japan,569882.034
7169,2022,Titanium,Belgium,Kazakhstan,351.876
7170,2022,Titanium,Belgium,Kenya,520.174
7171,2022,Titanium,Belgium,Rep. of Korea,186658.346
7172,2022,Titanium,Belgium,Kuwait,2526.316
7173,2022,Titanium,Belgium,Libya,190.823
7174,2022,Titanium,Belgium,Lithuania,108.696
7175,2022,Titanium,Belgium,Luxembourg,57479.396
7176,2022,Titanium,Belgium,Malaysia,6060.906
7177,2022,Titanium,Belgium,Malta,190.149
7178,2022,Titanium,Belgium,Mexico,31716.35
7179,2022,Titanium,Belgium,Morocco,3057.284
7180,2022,Titanium,Belgium,Netherlands,2118492.664
7181,2022,Titanium,Belgium,Norway,66527.621
7182,2022,Titanium,Belgium,Poland,1197384.972
7183,2022,Titanium,Belgium,Portugal,3210.366
7184,2022,Titanium,Belgium,Qatar,5043.429
7185,2022,Titanium,Belgium,Romania,13202.545
7186,2022,Titanium,Belgium,Russian Federation,477.663
7187,2022,Titanium,Belgium,Saudi Arabia,2287.538
7188,2022,Titanium,Belgium,Senegal,0.021
7189,2022,Titanium,Belgium,India,51088.77
7190,2022,Titanium,Belgium,Singapore,26133.761
7191,2022,Titanium,Belgium,Viet Nam,8125.955
7192,2022,Titanium,Belgium,Slovenia,715178.272
7193,2022,Titanium,Belgium,South Africa,6927.333
7194,2022,Titanium,Belgium,Spain,20145.937
7195,2022,Titanium,Belgium,Sweden,242130.81
7196,2022,Titanium,Belgium,Switzerland,118293.407
7197,2022,Titanium,Belgium,United Arab Emirates,5406.162
7198,2022,Titanium,Belgium,Tunisia,3831.202
7199,2022,Titanium,Belgium,Türkiye,1584033.175
7200,2022,Titanium,Belgium,United Kingdom,6770041.934
7201,2022,Titanium,Belgium,USA,6139225.231
7202,2022,Titanium,Bhutan,India,178.117
7203,2022,Titanium,Bosnia Herzegovina,Norway,1910.0
7204,2022,Titanium,Botswana,South Africa,43776.725
7205,2022,Titanium,Brazil,Argentina,183559.0
7206,2022,Titanium,Brazil,Australia,3619.0
7207,2022,Titanium,Brazil,Austria,53712.0
7208,2022,Titanium,Brazil,Belgium,82157.0
7209,2022,Titanium,Brazil,Bulgaria,76.0
7210,2022,Titanium,Brazil,Canada,5634.0
7211,2022,Titanium,Brazil,Chile,450125.0
7212,2022,Titanium,Brazil,China,11214.0
7213,2022,Titanium,Brazil,Colombia,63798.0
7214,2022,Titanium,Brazil,Czechia,11524.0
7215,2022,Titanium,Brazil,Ecuador,63463.0
7216,2022,Titanium,Brazil,France,67997.0
7217,2022,Titanium,Brazil,Germany,32611.0
7218,2022,Titanium,Brazil,Italy,11985.0
7219,2022,Titanium,Brazil,Côte d'Ivoire,2964.0
7220,2022,Titanium,Brazil,Japan,8653.0
7221,2022,Titanium,Brazil,Kazakhstan,13705.0
7222,2022,Titanium,Brazil,Jordan,33.0
7223,2022,Titanium,Brazil,Kenya,41675.0
7224,2022,Titanium,Brazil,Malaysia,96591.0
7225,2022,Titanium,Brazil,Mexico,12652.0
7226,2022,Titanium,Brazil,Netherlands,26438.0
7227,2022,Titanium,Brazil,Nigeria,1890.0
7228,2022,Titanium,Brazil,Norway,2016.0
7229,2022,Titanium,Brazil,Panama,14957.0
7230,2022,Titanium,Brazil,Paraguay,88.0
7231,2022,Titanium,Brazil,Peru,151834.0
7232,2022,Titanium,Brazil,Poland,3478.0
7233,2022,Titanium,Brazil,Portugal,143866.0
7234,2022,Titanium,Brazil,Russian Federation,18352.0
7235,2022,Titanium,Brazil,Saudi Arabia,1486.0
7236,2022,Titanium,Brazil,India,32181.0
7237,2022,Titanium,Brazil,Singapore,190483.0
7238,2022,Titanium,Brazil,Slovakia,97.0
7239,2022,Titanium,Brazil,Spain,3625.0
7240,2022,Titanium,Brazil,Sweden,613.0
7241,2022,Titanium,Brazil,Switzerland,4452.0
7242,2022,Titanium,Brazil,Turkmenistan,4737.0
7243,2022,Titanium,Brazil,United Kingdom,88582.0
7244,2022,Titanium,Brazil,USA,6153238.0
7245,2022,Titanium,Brazil,Burkina Faso,682.0
7246,2022,Titanium,Brunei Darussalam,Germany,839.164
7247,2022,Titanium,Brunei Darussalam,Indonesia,126.937
7248,2022,Titanium,Brunei Darussalam,Malaysia,120.656
7249,2022,Titanium,Brunei Darussalam,Saudi Arabia,278.181
7250,2022,Titanium,Brunei Darussalam,Viet Nam,178.831
7251,2022,Titanium,Brunei Darussalam,United Arab Emirates,39.74
7252,2022,Titanium,Bulgaria,Austria,5124.878
7253,2022,Titanium,Bulgaria,Armenia,23128.883
7254,2022,Titanium,Bulgaria,Germany,3468.015
7255,2022,Titanium,Bulgaria,Greece,7402.662
7256,2022,Titanium,Bulgaria,Italy,4.838
7257,2022,Titanium,Bulgaria,Norway,141.925
7258,2022,Titanium,Bulgaria,Serbia,1231.089
7259,2022,Titanium,Bulgaria,Singapore,98.38
7260,2022,Titanium,Bulgaria,Switzerland,737.578
7261,2022,Titanium,Bulgaria,United Arab Emirates,111088.313
7262,2022,Titanium,Bosnia Herzegovina,Norway,1910.0
7263,2022,Titanium,Botswana,South Africa,43776.725
7264,2022,Titanium,Bulgaria,Armenia,23128.883
7265,2022,Titanium,Bulgaria,Norway,141.925
7266,2022,Titanium,Bulgaria,Serbia,1231.089
7267,2022,Titanium,Bulgaria,Singapore,98.38
7268,2022,Titanium,Bulgaria,Switzerland,737.578
7269,2022,Titanium,Bulgaria,United Arab Emirates,111088.313
7270,2022,Titanium,Bulgaria,Austria,5124.878
7271,2022,Titanium,Bulgaria,Germany,3468.015
7272,2022,Titanium,Bulgaria,Greece,7402.662
7273,2022,Titanium,Bulgaria,Italy,4.838
7274,2022,Titanium,Canada,Algeria,44389.219
7275,2022,Titanium,Canada,Azerbaijan,3.073
7276,2022,Titanium,Canada,Argentina,109660.386
7277,2022,Titanium,Canada,Australia,405702.478
7278,2022,Titanium,Canada,Austria,36894.336
7279,2022,Titanium,Canada,Bahrain,5.378
7280,2022,Titanium,Canada,Belgium,1480672.216
7281,2022,Titanium,Canada,Bolivia (Plurinational State of),487.11
7282,2022,Titanium,Canada,Brazil,598557.212
7283,2022,Titanium,Canada,Chile,56831.261
7284,2022,Titanium,Canada,China,9802231.297
7285,2022,Titanium,Canada,Colombia,95.271
7286,2022,Titanium,Canada,Costa Rica,15915.581
7287,2022,Titanium,Canada,Cuba,1435878.865
7288,2022,Titanium,Canada,Czechia,32881.444
7289,2022,Titanium,Canada,Denmark,2.305
7290,2022,Titanium,Canada,Estonia,18625.417
7291,2022,Titanium,Canada,Finland,12510.422
7292,2022,Titanium,Canada,France,7171751.157
7293,2022,Titanium,Canada,Germany,4778113.142
7294,2022,Titanium,Canada,Guyana,198.993
7295,2022,Titanium,Canada,"China, Hong Kong SAR",78314.03
7296,2022,Titanium,Canada,Hungary,16734.601
7297,2022,Titanium,Canada,Ireland,8551164.477
7298,2022,Titanium,Canada,Israel,26926.258
7299,2022,Titanium,Canada,Italy,2616938.643
7300,2022,Titanium,Canada,Japan,821840.937
7301,2022,Titanium,Canada,Rep. of Korea,688089.363
7302,2022,Titanium,Canada,Lebanon,11487.031
7303,2022,Titanium,Canada,Mexico,5846952.519
7304,2022,Titanium,Canada,Morocco,501932.005
7305,2022,Titanium,Canada,Netherlands,106421.952
7306,2022,Titanium,Canada,New Zealand,233423.137
7307,2022,Titanium,Canada,Nigeria,0.768
7308,2022,Titanium,Canada,Norway,69820.342
7309,2022,Titanium,Canada,Poland,339493.202
7310,2022,Titanium,Canada,Portugal,11612.266
7311,2022,Titanium,Canada,Saudi Arabia,11447.079
7312,2022,Titanium,Canada,India,1134911.125
7313,2022,Titanium,Canada,Singapore,77196.904
7314,2022,Titanium,Canada,Viet Nam,1729.47
7315,2022,Titanium,Canada,Slovenia,1526.636
7316,2022,Titanium,Canada,South Africa,6187.216
7317,2022,Titanium,Canada,Spain,106568.699
7318,2022,Titanium,Canada,Sweden,161749.627
7319,2022,Titanium,Canada,Switzerland,212400.588
7320,2022,Titanium,Canada,Thailand,17519.047
7321,2022,Titanium,Canada,United Arab Emirates,238814.382
7322,2022,Titanium,Canada,Türkiye,94827.357
7323,2022,Titanium,Canada,Ukraine,30213.865
7324,2022,Titanium,Canada,United Kingdom,1489850.469
7325,2022,Titanium,Canada,USA,48861218.117
7326,2022,Titanium,Sri Lanka,Italy,22037.194
7327,2022,Titanium,Sri Lanka,Maldives,965.51
7328,2022,Titanium,Sri Lanka,Netherlands,2672.77
7329,2022,Titanium,Sri Lanka,New Zealand,2665.797
7330,2022,Titanium,Sri Lanka,Singapore,57188.028
7331,2022,Titanium,Sri Lanka,Spain,16834.505
7332,2022,Titanium,Sri Lanka,United Kingdom,534.555
7333,2022,Titanium,Chile,Bolivia (Plurinational State of),148.343
7334,2022,Titanium,Chile,Rep. of Korea,6690.0
7335,2022,Titanium,Chile,Malaysia,45212.36
7336,2022,Titanium,Chile,Peru,759.083
7337,2022,Titanium,Chile,USA,5072.87
7338,2022,Titanium,China,Albania,541.0
7339,2022,Titanium,China,Algeria,89893.0
7340,2022,Titanium,China,Andorra,572.0
7341,2022,Titanium,China,Angola,6645.0
7342,2022,Titanium,China,Antigua and Barbuda,6022.0
7343,2022,Titanium,China,Azerbaijan,1283.0
7344,2022,Titanium,China,Argentina,1322708.0
7345,2022,Titanium,China,Australia,8408845.0
7346,2022,Titanium,China,Austria,1160566.0
7347,2022,Titanium,China,Bahamas,8009.0
7348,2022,Titanium,China,Bahrain,58266.0
7349,2022,Titanium,China,Bangladesh,10085055.0
7350,2022,Titanium,China,Armenia,2986.0
7351,2022,Titanium,China,Belgium,7775457.0
7352,2022,Titanium,China,Bermuda,616.0
7353,2022,Titanium,China,Bolivia (Plurinational State of),15470.0
7354,2022,Titanium,China,Brazil,6261846.0
7355,2022,Titanium,China,Solomon Isds,1482.0
7356,2022,Titanium,China,Brunei Darussalam,13380.0
7357,2022,Titanium,China,Bulgaria,480037.0
7358,2022,Titanium,China,Myanmar,9873.0
7359,2022,Titanium,China,Belarus,2259467.0
7360,2022,Titanium,China,Cambodia,57091.0
7361,2022,Titanium,China,Cameroon,912.0
7362,2022,Titanium,China,Canada,48163729.0
7363,2022,Titanium,China,Sri Lanka,128764.0
7364,2022,Titanium,China,Chile,1065944.0
7365,2022,Titanium,China,Colombia,62235.0
7366,2022,Titanium,China,Congo,42144.0
7367,2022,Titanium,China,Dem. Rep. of the Congo,1404.0
7368,2022,Titanium,China,Costa Rica,19355.0
7369,2022,Titanium,China,Croatia,41892.0
7370,2022,Titanium,China,Cuba,3505.0
7371,2022,Titanium,China,Cyprus,1867.0
7372,2022,Titanium,China,Czechia,601519.0
7373,2022,Titanium,China,Benin,127989.0
7374,2022,Titanium,China,Denmark,468131.0
7375,2022,Titanium,China,Dominican Rep.,1759680.0
7376,2022,Titanium,China,Ecuador,15116.0
7377,2022,Titanium,China,Ethiopia,4052.0
7378,2022,Titanium,China,Estonia,516443.0
7379,2022,Titanium,China,Finland,806573.0
7380,2022,Titanium,China,France,19626932.0
7381,2022,Titanium,China,Gabon,4910.0
7382,2022,Titanium,China,Georgia,338.0
7383,2022,Titanium,China,Germany,66767077.0
7384,2022,Titanium,China,Ghana,46557.0
7385,2022,Titanium,China,Greece,309110.0
7386,2022,Titanium,China,Guatemala,593.0
7387,2022,Titanium,China,Guinea,25196.0
7388,2022,Titanium,China,Honduras,2727.0
7389,2022,Titanium,China,"China, Hong Kong SAR",6011863.0
7390,2022,Titanium,China,Hungary,2069938.0
7391,2022,Titanium,China,Iceland,625254.0
7392,2022,Titanium,China,Indonesia,11374079.0
7393,2022,Titanium,China,Iran,4789978.0
7394,2022,Titanium,China,Iraq,80199.0
7395,2022,Titanium,China,Ireland,347411.0
7396,2022,Titanium,China,Israel,1978834.0
7397,2022,Titanium,China,Italy,57440474.0
7398,2022,Titanium,China,Côte d'Ivoire,7056.0
7399,2022,Titanium,China,Japan,18541091.0
7400,2022,Titanium,China,Kazakhstan,140257.0
7401,2022,Titanium,China,Jordan,1614.0
7402,2022,Titanium,China,Kenya,113335.0
7403,2022,Titanium,China,Rep. of Korea,62258127.0
7404,2022,Titanium,China,Kuwait,5386.0
7405,2022,Titanium,China,Kyrgyzstan,338761.0
7406,2022,Titanium,China,Lao People's Dem. Rep.,603.0
7407,2022,Titanium,China,Lebanon,4795.0
7408,2022,Titanium,China,Latvia,123249.0
7409,2022,Titanium,China,Liberia,54170.0
7410,2022,Titanium,China,Lithuania,137873.0
7411,2022,Titanium,China,Luxembourg,484491.0
7412,2022,Titanium,China,"China, Macao SAR",3651.0
7413,2022,Titanium,China,Madagascar,520239.0
7414,2022,Titanium,China,Malawi,36.0
7415,2022,Titanium,China,Malaysia,13176158.0
7416,2022,Titanium,China,Maldives,174.0
